student_id,Exam Name,Exam Section,Question Topic,Question Frequency,Student Accuracy,Site Accuracy,student_score,site_median_score
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Sociology,6,100,93.75,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Economics,6,83.33,56.25,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Popular Culture,6,66.67,66.37,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Music,12,83.33,56.25,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Education,6,66.67,82.64,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Political Science,6,50,50,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Art,6,66.67,81.25,500,496.72
127,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Literature,5,80,50,500,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Inequality & Social Class,4,25,65.16,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Psychological Disorders,3,66.67,75,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Types of psychological disorders,2,50,68.94,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Theoretical Approaches in Sociology,2,50,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Functionalism,1,0,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Conflict theory,1,100,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographics,3,66.67,70,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographic Structure of Society,1,0,70,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Cognition,3,0,66.67,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Problem-solving and decision-making,2,0,66.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Memory,2,100,46.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Effects on Individual Behavior,3,33.33,77.78,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Thinking,2,50,82.85,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Attitudes & Behavior Change,2,100,56.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Motivation,2,0,72.32,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Biological Bases of Behavior,5,60,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Data-based Statistical Reasoning,3,33.33,57.14,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Nervous System,1,100,71.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Associative Learning,2,50,92.85,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Operant conditioning,1,0,85.71,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Discrimination,1,100,100,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Observational Learning,1,0,33.33,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Emotion & Stress,1,100,66.67,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Factors that influence motivation,1,0,57.14,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Design and Execution of Research,3,66.67,87.5,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographic Structure of the Society,1,100,71.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social processes that influence human behavior,1,100,57.14,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Institutions,1,0,37.5,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social epidemiology,1,0,37.5,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Aging and the life course,1,100,33.33,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Neurobiology of disease,1,100,100,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Consciousness,3,33.33,0,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Language,1,0,33.33,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Science Research Methods,1,0,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Interactions & Presentation of Self,2,50,83.34,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Hearing & Vestibular Sense,1,0,100,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographic Shifts and Social Change,1,0,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Identity & Identity Formation,2,50,51.66,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Theories of identity development,1,0,33.33,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Sensation,2,50,59.82,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Gestalt principles,1,0,100,494,496.72
122,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Sleep,1,100,85.71,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Electrochemistry,2,100,42.2,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Stoichiometry,1,100,70,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Gases,3,33.33,25,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Analytic Techniques,3,33.33,82.35,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Optics,5,60,38.46,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Solutions,2,50,35.29,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,"Work, Energy, Conservation of Energy, & Power",2,50,37.22,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Atomic Structure,4,25,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Bonding & IMFs,3,0,46.15,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Acid-Base,6,50,30.95,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Periodic Table & Trends,3,33.33,46.15,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Protein Structure & Folding,3,66.67,76.92,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Structure & Stereochemistry,5,80,68.42,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Other Organic Reactions,4,25,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,SN1 & SN2 Reactions,1,0,69.23,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Enzyme Kinetics & Regulation,2,50,30,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Nucleic Acids,4,25,15.55,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Circuits,4,50,41.07,494,496.72
122,Jack Westin MCAT Practice Exam 1,Chemical and Physical Foundations of Biological Systems,Static Fluids,1,0,0,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Endocrine System,8,12.5,61.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Plasma Membrane,5,60,66.67,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Eukaryotic Gene Expression,3,66.67,100,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Enzyme Kinetics & Regulation,3,66.67,85.71,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Amino Acids,5,0,42.86,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Embryogenesis & Development,3,0,57.14,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Renal & Skin Systems,4,0,64.28,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Gluconeogenesis,2,100,71.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Protein Structure & Folding,2,0,57.14,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Nucleic Acids,2,50,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Digestive System,1,0,42.86,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Cell Cycle,1,0,14.29,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Tissue Specificity & Regulation of Metabolism,3,0,71.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Mendelian Genetics,4,25,35.72,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Musculoskeletal System,1,0,42.86,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Pyruvate Dehydrogenase Complex & Krebs Cycle,1,0,28.57,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Enzyme Structure & Function,1,0,28.57,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Prokaryotes,3,33.33,55.56,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Bioenergetics,2,50,28.57,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Respiratory System,1,0,14.29,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Prokaryotic Gene Expression,1,100,85.71,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Contents of Eukaryotic Cells,1,100,71.43,494,496.72
122,Jack Westin MCAT Practice Exam 1,Biological and Biochemical Foundation of Living Systems,Reproduction,2,50,42.86,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Sociology,6,83.33,93.75,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Economics,6,83.33,56.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Popular Culture,6,50,66.37,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Music,12,33.33,56.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Education,6,66.67,82.64,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Political Science,6,33.33,50,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Art,6,66.67,81.25,494,496.72
122,Jack Westin MCAT Practice Exam 1,Critical Analysis and Reasoning Skills,Literature,5,40,50,494,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Inequality & Social Class,4,100,65.16,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Psychological Disorders,3,33.33,75,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Types of psychological disorders,2,0,68.94,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Theoretical Approaches in Sociology,2,50,50,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Functionalism,1,0,50,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Conflict theory,1,100,50,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographics,3,100,70,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Demographic Structure of Society,1,100,70,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Cognition,3,66.67,66.67,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Problem-solving and decision-making,2,50,66.25,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Memory,2,100,46.43,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Effects on Individual Behavior,3,66.67,77.78,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Social Thinking,2,100,82.85,502,496.72
150,Jack Westin MCAT Practice Exam 1,"Psychological, Social, and Biological Foundations of Behavior",Attitudes & Behavior Change,2,100,56.25,502,496.72
